id_univoco,fonte,nome_testata,data_pubblicazione,data_scraping,titolo,url,tipo_contenuto,lingua,testo_completo,hash_contenuto,ong_collegata,Ambito_Geografico,livello_allarme,Entita_Coinvolte,Sentiment_Direzione,Parole_Chiave,topic_label,confidence,cluster_id,is_primary
bc673e89d02808846251031c691057c88c998ba7d395e3063a72a189b7c56544,tech_news,Corriere Comunicazioni,"Mon, 18 May 2026 10:49:36 +0000",2026-05-19T06:09:59.130909,"Cybersecurity, le telco entrano nella nuova fase dell’AI difensiva",https://www.corrierecomunicazioni.it/cyber-security/cybersecurity-le-telco-entrano-nella-nuova-fase-dellai-difensiva/,articolo,it,"Cybersecurity, le telco entrano nella nuova fase dell’AI difensiva Verizon aderisce a Project Glasswing di Anthropic: un passo che va oltre il valore dell’accordo in sé e indica che gli operatori di rete iniziano a considerare i modelli di AI più avanzati come strumenti strategici per rafforzare la sicurezza di software, servizi critici e infrastrutture digitali sempre più esposte 
 L'articolo  Cybersecurity, le telco entrano nella nuova fase dell’AI difensiva  proviene da  CorCom .",bc673e89d02808846251031c691057c88c998ba7d395e3063a72a189b7c56544,AI Forensics,Italia,2,"['Cybersecurity || Aziende e Org Private', 'Corcom || Stati e Luoghi', 'Verizon || Personaggi Pubblici', 'ICO || Istituzioni || Regno Unito']",POSITIVO (Diritti tutelati),"['nella', 'dell', 'nuova', 'ai', 'cybersecurity']",Non classificato,0.0,-1,True
7012a71facf97fdc86bd84da918e5b494798ce99393ec18ffc7a015291c673de,tech_news,Corriere Comunicazioni,"Mon, 18 May 2026 10:33:12 +0000",2026-05-19T06:09:59.131217,"Cybersecurity, i nuovi programmi Esa per proteggere le missioni spaziali europee",https://www.corrierecomunicazioni.it/spaceconomy/cybersecurity-i-nuovi-programmi-esa-per-proteggere-le-missioni-spaziali-europee/,articolo,it,"Cybersecurity, i nuovi programmi Esa per proteggere le missioni spaziali europee L’Agenzia spaziale europea rafforza le attività del General Support Technology Programme con iniziative dedicate alla sicurezza informatica dei satelliti. An centro crittografia post-quantistica, aggiornamenti software sicuri e protezione delle costellazioni orbitanti 
 L'articolo  Cybersecurity, i nuovi programmi Esa per proteggere le missioni spaziali europee  proviene da  CorCom .",7012a71facf97fdc86bd84da918e5b494798ce99393ec18ffc7a015291c673de,AI Forensics,Europa,2,"['Cybersecurity || Aziende e Org Private', 'General Support Technology Programme || Aziende e Org Private', 'Corcom || Stati e Luoghi', 'Agenzia Spaziale Europea || Istituzioni', 'ICO || Istituzioni || Regno Unito']",POSITIVO (Diritti tutelati),"['proteggere', 'nuovi', 'le', 'cybersecurity', 'centro']",Non classificato,0.0,-1,True
0e22a8bc0ec9ce5532ae2108c3a84607ad08ebeb5d9d6d571ae08e861865d70f,tech_news,Corriere Comunicazioni,"Mon, 18 May 2026 09:55:25 +0000",2026-05-19T06:09:59.131546,La trasformazione digitale entra nell’era dell’intelligenza artificiale,https://www.corrierecomunicazioni.it/digital-economy/cloud/la-trasformazione-digitale-entra-nellera-dellintelligenza-artificiale/,articolo,it,"La trasformazione digitale entra nell’era dell’intelligenza artificiale L’IA non apre un percorso separato, ma accelera l’evoluzione delle imprese: al centro restano dati, agilità, governance e fiducia nei sistemi non deterministici. 
 L'articolo  La trasformazione digitale entra nell’era dell’intelligenza artificiale  proviene da  CorCom .",0e22a8bc0ec9ce5532ae2108c3a84607ad08ebeb5d9d6d571ae08e861865d70f,Access Now,Italia,2,"['Corcom || Aziende e Org Private', 'ICO || Istituzioni || Regno Unito']",POSITIVO (Diritti tutelati),"['trasformazione', 'nell', 'era', 'non', 'dell']",Non classificato,0.0,0,True
e6cfe17a2ff3ee37cad6d55a278b05380c95afcbb372795f364d38e594eb0d2b,tech_news,Innovation Post,"Wed, 13 May 2026 06:34:44 +0000",2026-05-19T06:09:59.599480,L’Europa vuole 4 gigafactory AI e l’Italia si candida: che chance abbiamo?,https://www.innovationpost.it/attualita/leuropa-vuole-4-gigafactory-ai-e-litalia-si-candida-che-chance-abbiamo/,articolo,it,"L’Europa vuole 4 gigafactory AI e l’Italia si candida: che chance abbiamo? L'Italia si candida per ospitare uno dei quattro maxi hub europei per l'intelligenza artificiale, con un consorzio formato da Leonardo, Eni, Fondazione AI4I e altri partner. Ecco il quadro della situazione, con i punti di forza e di debolezza della proposta italiana... 
 L'articolo  L’Europa vuole 4 gigafactory AI e l’Italia si candida: che chance abbiamo?  proviene da  Innovation Post .",e6cfe17a2ff3ee37cad6d55a278b05380c95afcbb372795f364d38e594eb0d2b,AI Forensics,Italia,2,"['Europa || Stati e Luoghi', 'Fondazione Ai4I || Stati e Luoghi', 'Leonardo || Personaggi Pubblici', 'ICO || Istituzioni || Regno Unito']",NEGATIVO (Liberta' ristretta),"['candida', 'si', 'italia', 'europa', 'della']",Non classificato,0.0,-1,True
2e1096f3d56ef86045c052f8c95c8c58d85cb7d0df4bf7fec1a03254bbcd1fa1,tech_news,Data Manager Online,"Thu, 14 May 2026 07:44:21 +0000",2026-05-19T06:10:00.186079,Intelligenza artificiale: Equinix potenzia i workload enterprise con Fabric Intelligence,https://www.datamanager.it/2026/05/intelligenza-artificiale-equinix-potenzia-i-workload-enterprise-con-fabric-intelligence/,articolo,it,"Intelligenza artificiale: Equinix potenzia i workload enterprise con Fabric Intelligence La nuova soluzione offre AI agent che gestiscono in autonomia gli ambienti di rete, creando infrastrutture più adattive, efficienti e resilienti per i clienti Equinix, tra le aziende leader nel campo delle infrastrutture digitali, annuncia il lancio di Equinix Fabric Intelligence, un layer operativo AI-native per la gestione dell’infrastruttura di rete. Fabric Intelligence consente alle […] 
 L'articolo  Intelligenza artificiale: Equinix potenzia i workload enterprise con Fabric Intelligence  proviene da  Data Manager Online .",2e1096f3d56ef86045c052f8c95c8c58d85cb7d0df4bf7fec1a03254bbcd1fa1,Amnesty Italia,Italia,2,"['Fabric Intelligence || Aziende e Org Private', 'ICO || Istituzioni || Regno Unito']",POSITIVO (Diritti tutelati),"['fabric', 'equinix', 'intelligence', 'rete', 'infrastrutture']",Non classificato,0.0,-1,True
bd9219e289b918ee58fa7f31f778058a3ab5208e33c2e5f9b104cfa3d671d255,tech_news,Punto Informatico,"Mon, 18 May 2026 10:23:07 +0000",2026-05-19T06:10:00.311325,Apple approverà le app iOS per il vibe coding?,https://www.punto-informatico.it/apple-approvera-app-ios-vibe-coding/,articolo,it,"Apple approverà le app iOS per il vibe coding? Apple avrebbe avviato lo sviluppo di un sistema che permette la distribuzione di app iOS per il vibe coding garantendo sicurezza e privacy. 
 The post  Apple approverà le app iOS per il vibe coding?  appeared first on  Punto Informatico .",bd9219e289b918ee58fa7f31f778058a3ab5208e33c2e5f9b104cfa3d671d255,Access Now,Italia,2,"['Apple || Aziende e Org Private', 'ICO || Istituzioni || Regno Unito']",NEUTRALE,"['vibe', 'app', 'coding', 'il', 'per']",Non classificato,0.0,-1,True
8cc322d6724994bee851d291e98eeacc1ca8df34dc1e6de45cf9ee4927001c53,tech_news,Agenda Digitale,"Tue, 19 May 2026 13:10:00 +0000",2026-05-20T06:09:29.722765,"Magnifica Humanitas, la prima enciclica di Leone XIV sfida l’AI sul terreno dell’umano",https://www.agendadigitale.eu/cultura-digitale/magnifica-humanitas-la-prima-enciclica-di-leone-xiv-sfida-lai-sul-terreno-dellumano/,articolo,it,"Magnifica Humanitas, la prima enciclica di Leone XIV sfida l’AI sul terreno dell’umano La prima enciclica di Papa Leone XIV sull’intelligenza artificiale apre una riflessione che supera il perimetro ecclesiale. Al centro ci sono dignità umana, lavoro, libertà, sovranità, guerra e responsabilità davanti a una trasformazione destinata a incidere sulla società e sul potere 
 L'articolo  Magnifica Humanitas, la prima enciclica di Leone XIV sfida l’AI sul terreno dell’umano  proviene da  Agenda Digitale .",8cc322d6724994bee851d291e98eeacc1ca8df34dc1e6de45cf9ee4927001c53,Amnesty Italia,Italia,2,"['Leone Xiv || Personaggi Pubblici', 'Agenda Digitale || Personaggi Pubblici', 'Papa Leone Xiv || Personaggi Pubblici', 'ICO || Istituzioni || Regno Unito']",POSITIVO (Diritti tutelati),"['enciclica', 'leone', 'prima', 'sul', 'sfida']",Non classificato,0.0,-1,True
e6fdd6971a3e071279ed425599ac03fb322d5fc53ffbfc7169d4ab10c5e87996,tech_news,Agenda Digitale,"Tue, 19 May 2026 12:33:00 +0000",2026-05-20T06:09:29.723032,"Telecomunicazioni, la crescita non basta più: il mercato italiano cerca margini",https://www.agendadigitale.eu/infrastrutture/telecomunicazioni-la-crescita-non-basta-piu-il-mercato-italiano-cerca-margini/,articolo,it,"Telecomunicazioni, la crescita non basta più: il mercato italiano cerca margini I dati AGCom 2025 offrono una fotografia del mercato delle telecomunicazioni in Italia: accessi fissi ormai stabili, crescita delle SIM M2M, avanzata dell’FTTH, consolidamento competitivo e pressione sui prezzi. Sullo sfondo, la convergenza digitale modifica anche media, e-commerce e servizi postali 
 L'articolo  Telecomunicazioni, la crescita non basta più: il mercato italiano cerca margini  proviene da  Agenda Digitale .",e6fdd6971a3e071279ed425599ac03fb322d5fc53ffbfc7169d4ab10c5e87996,AI Forensics,Italia,2,"['Agenda Digitale || Personaggi Pubblici', 'AGCOM || Istituzioni || Italia', 'ICO || Istituzioni || Regno Unito']",NEUTRALE,"['crescita', 'mercato', 'italiano', 'non', 'delle']",Non classificato,0.0,-1,True
3ece34ddcb7f678fb9c07853a6cb19e5419e5d8508ad57bd55f01e69489baaba,tech_news,Agenda Digitale,"Tue, 19 May 2026 09:30:41 +0000",2026-05-20T06:09:29.724821,La reputazione diventa dato: cosa cambia per i brand nell’era dell’AI,https://www.agendadigitale.eu/mercati-digitali/la-reputazione-diventa-dato-cosa-cambia-per-i-brand-nellera-dellai/,articolo,it,"La reputazione diventa dato: cosa cambia per i brand nell’era dell’AI L’intelligenza artificiale sta trasformando il modo in cui utenti e algoritmi selezionano informazioni, prodotti e brand. La visibilità digitale non dipende più solo dal traffico, ma dalla capacità di essere riconosciuti come fonti affidabili, rilevanti e coerenti nei nuovi processi mediati dall’AI 
 L'articolo  La reputazione diventa dato: cosa cambia per i brand nell’era dell’AI  proviene da  Agenda Digitale .",3ece34ddcb7f678fb9c07853a6cb19e5419e5d8508ad57bd55f01e69489baaba,AI Forensics,Italia,2,"['Agenda Digitale || Personaggi Pubblici', 'ICO || Istituzioni || Regno Unito']",POSITIVO (Diritti tutelati),"['brand', 'cosa', 'cambia', 'diventa', 'nell']",Non classificato,0.0,0,False
d405dbba76c392fd4aae78ad6aaa8e6a1d540cf035a95356fed1fb9336fb8704,tech_news,Agenda Digitale,"Tue, 19 May 2026 09:14:00 +0000",2026-05-20T06:09:29.725084,"Antincendio nelle scuole, la roadmap 2026-2027 per i dirigenti",https://www.agendadigitale.eu/scuola-digitale/antincendio-nelle-scuole-la-roadmap-2026-2027-per-i-dirigenti/,articolo,it,"Antincendio nelle scuole, la roadmap 2026-2027 per i dirigenti Il D.M. 31 marzo 2026 fissa due scadenze chiave per l’adeguamento antincendio delle scuole, chiarisce il rapporto tra Ente proprietario e Dirigente Scolastico, dettaglia otto adempimenti operativi, aree a rischio specifico, checklist 2026-2027 e possibili usi dell’AI con vincoli stringenti sulla sovranità dei dati 
 L'articolo  Antincendio nelle scuole, la roadmap 2026-2027 per i dirigenti  proviene da  Agenda Digitale .",d405dbba76c392fd4aae78ad6aaa8e6a1d540cf035a95356fed1fb9336fb8704,Amnesty Italia,Italia,2,"['Agenda Digitale || Personaggi Pubblici', 'Ente || Aziende e Org Private', 'Dirigente Scolastico || Personaggi Pubblici', 'DMA || Leggi e Regolamentazioni || EU', 'ICO || Istituzioni || Regno Unito']",NEUTRALE,"['2026', 'scuole', 'antincendio', '2027', 'nelle']",Non classificato,0.0,-1,True
5b6e6d8521da589ff0d96c50e05f9fc0e7db513a3a26cd046c4c5f947950fb7a,tech_news,Corriere Comunicazioni,"Tue, 19 May 2026 11:55:25 +0000",2026-05-20T06:09:29.764278,"Cloud sovrano, via all’accordo quadro per il settore pubblico tedesco",https://www.corrierecomunicazioni.it/digital-economy/cloud/cloud-sovrano-via-allaccordo-quadro-per-il-settore-pubblico-tedesco/,articolo,it,"Cloud sovrano, via all’accordo quadro per il settore pubblico tedesco Grazie all'intesa tra GovTech Deutschland e Bechtle, la piattaforma T Cloud Public di Deutsche Telekom permetterà a enti federali, statali e locali di acquistare infrastrutture as-a-service e soluzioni di intelligenza artificiale in modo diretto, senza procedure di gara individuali e a condizioni chiaramente definite 
 L'articolo  Cloud sovrano, via all’accordo quadro per il settore pubblico tedesco  proviene da  CorCom .",5b6e6d8521da589ff0d96c50e05f9fc0e7db513a3a26cd046c4c5f947950fb7a,AI Forensics,Italia,2,"['Deutsche Telekom || Aziende e Org Private', 'Corcom || Aziende e Org Private', 'ICO || Istituzioni || Regno Unito']",POSITIVO (Diritti tutelati),"['all', 'cloud', 'pubblico', 'quadro', 'settore']",Non classificato,0.0,-1,True
ac86d921fb728bd4d6dcddbc787d6adcc375d4f171d53050ec8e6ec9f4aeb7cc,tech_news,Corriere Comunicazioni,"Tue, 19 May 2026 09:13:38 +0000",2026-05-20T06:09:29.765169,"AI, ecco perché all’Europa serve un nuovo modello di rete energetica",https://www.corrierecomunicazioni.it/digital-economy/ai-ecco-perche-alleuropa-serve-un-nuovo-modello-di-rete-energetica/,articolo,it,"AI, ecco perché all’Europa serve un nuovo modello di rete energetica Secondo Lucy Yu, ceo del Centre for Net Zero, il Vecchio continente può ancora vincere la corsa all'intelligenza artificiale: a latitare non sono le risorse rinnovabili per alimentare i data center, bensì l'incapacità di allineare rapidamente domanda, offerta e infrastrutture 
 L'articolo  AI, ecco perché all’Europa serve un nuovo modello di rete energetica  proviene da  CorCom .",ac86d921fb728bd4d6dcddbc787d6adcc375d4f171d53050ec8e6ec9f4aeb7cc,Amnesty Italia,Italia,2,"['Europa || Stati e Luoghi', 'Corcom || Aziende e Org Private', 'Centre For Net Zero || Aziende e Org Private', 'Lucy Yu || Personaggi Pubblici', 'ICO || Istituzioni || Regno Unito']",NEUTRALE,"['all', 'perché', 'modello', 'energetica', 'nuovo']",Non classificato,0.0,-1,True
9d0d46df2fc3bd99f4ee1e838d9adab25fc7b06412511afa841a6a92bd8c54c4,tech_news,Corriere Comunicazioni,"Tue, 19 May 2026 08:25:56 +0000",2026-05-20T06:09:29.765387,"Sovranità tecnologica, Dell e Nvidia puntano sull’AI agentica on-premise",https://www.corrierecomunicazioni.it/digital-economy/sovranita-tecnologica-dell-e-nvidia-puntano-sullai-agentica-on-premise/,articolo,it,"Sovranità tecnologica, Dell e Nvidia puntano sull’AI agentica on-premise La piattaforma Dell AI Factory with Nvidia viene estesa a server, rack, motori di dati, workstation, confidential computing e integrazioni con software aziendali. L'obiettivo è quello di intercettare le nuove esigenze delle imprese, i cui carichi di lavoro di intelligenza artificiale vengono sempre più frequentemente eseguiti al di fuori del cloud 
 L'articolo  Sovranità tecnologica, Dell e Nvidia puntano sull’AI agentica on-premise  proviene da  CorCom .",9d0d46df2fc3bd99f4ee1e838d9adab25fc7b06412511afa841a6a92bd8c54c4,AI Forensics,Italia,2,"['Ai Agentica On- || Stati e Luoghi', 'Dell Ai Factory With Nvidia || Aziende e Org Private', 'Dell || Aziende e Org Private', 'Corcom || Aziende e Org Private', 'Nvidia || Aziende e Org Private', 'ICO || Istituzioni || Regno Unito']",POSITIVO (Diritti tutelati),"['nvidia', 'agentica', 'on', 'sull', 'dell']",Non classificato,0.0,-1,True
